idx,class,sex,age,sibs,par/ch,fare,deck,embarked,survived
554,2,0,22.0,0,0,7.775,0,2,1
555,0,1,62.0,0,0,26.55,0,2,0
556,0,0,48.0,1,0,39.6,1,0,1
557,0,1,29.881137667304014,0,0,227.525,0,0,0
558,0,0,39.0,1,1,79.65,5,2,1
559,2,0,36.0,1,0,17.4,0,2,1
560,2,1,29.881137667304014,0,0,7.75,0,1,0
561,2,1,40.0,0,0,7.8958,0,2,0
562,1,1,28.0,0,0,13.5,0,2,0
563,2,1,29.881137667304014,0,0,8.05,0,2,0
564,2,0,29.881137667304014,0,0,8.05,0,2,0
565,2,1,24.0,2,0,24.15,0,2,0
566,2,1,19.0,0,0,7.8958,0,2,0
567,2,0,29.0,0,4,21.075,0,2,0
568,2,1,29.881137667304014,0,0,7.2292,0,0,0
569,2,1,32.0,0,0,7.8542,0,2,1
570,1,1,62.0,0,0,10.5,0,2,1
571,0,0,53.0,2,0,51.4792,3,2,1
572,0,1,36.0,0,0,26.3875,5,2,1
573,2,0,29.881137667304014,0,0,7.75,0,1,1
574,2,1,16.0,0,0,8.05,0,2,0
575,2,1,19.0,0,0,14.5,0,2,0
576,1,0,34.0,0,0,13.0,0,2,1
577,0,0,39.0,1,0,55.9,5,2,1
578,2,0,29.881137667304014,1,0,14.4583,0,0,0
579,2,1,32.0,0,0,7.925,0,2,1
580,1,0,25.0,1,1,30.0,0,2,1
581,0,0,39.0,1,1,110.8833,3,0,1
582,1,1,54.0,0,0,26.0,0,2,0
583,0,1,36.0,0,0,40.125,1,0,0
584,2,1,29.881137667304014,0,0,8.7125,0,0,0
585,0,0,18.0,0,2,79.65,5,2,1
586,1,1,47.0,0,0,15.0,0,2,0
587,0,1,60.0,1,1,79.2,2,0,1
588,2,1,22.0,0,0,8.05,0,2,0
589,2,1,29.881137667304014,0,0,8.05,0,2,0
590,2,1,35.0,0,0,7.125,0,2,0
591,0,0,52.0,1,0,78.2667,4,0,1
592,2,1,47.0,0,0,7.25,0,2,0
593,2,0,29.881137667304014,0,2,7.75,0,1,0
594,1,1,37.0,1,0,26.0,0,2,0
595,2,1,36.0,1,1,24.15,0,2,0
596,1,0,29.881137667304014,0,0,33.0,0,2,1
597,2,1,49.0,0,0,0.0,0,2,0
598,2,1,29.881137667304014,0,0,7.225,0,0,0
599,0,1,49.0,1,0,56.9292,1,0,1
600,1,0,24.0,2,1,27.0,0,2,1
601,2,1,29.881137667304014,0,0,7.8958,0,2,0
602,0,1,29.881137667304014,0,0,42.4,0,2,0
603,2,1,44.0,0,0,8.05,0,2,0
604,0,1,35.0,0,0,26.55,0,0,1
605,2,1,36.0,1,0,15.55,0,2,0
606,2,1,30.0,0,0,7.8958,0,2,0
607,0,1,27.0,0,0,30.5,0,2,1
608,1,0,22.0,1,2,41.5792,0,0,1
609,0,0,40.0,0,0,153.4625,3,2,1
610,2,0,39.0,1,5,31.275,0,2,0
611,2,1,29.881137667304014,0,0,7.05,0,2,0
612,2,0,29.881137667304014,1,0,15.5,0,1,1
613,2,1,29.881137667304014,0,0,7.75,0,1,0
614,2,1,35.0,0,0,8.05,0,2,0
615,1,0,24.0,1,2,65.0,0,2,1
616,2,1,34.0,1,1,14.4,0,2,0
617,2,0,26.0,1,0,16.1,0,2,0
618,1,0,4.0,2,1,39.0,6,2,1
619,1,1,26.0,0,0,10.5,0,2,0
620,2,1,27.0,1,0,14.4542,0,0,0
621,0,1,42.0,1,0,52.5542,4,2,1
622,2,1,20.0,1,1,15.7417,0,0,1
623,2,1,21.0,0,0,7.8542,0,2,0
624,2,1,21.0,0,0,16.1,0,2,0
625,0,1,61.0,0,0,32.3208,4,2,0
626,1,1,57.0,0,0,12.35,0,1,0
627,0,0,21.0,0,0,77.9583,4,2,1
628,2,1,26.0,0,0,7.8958,0,2,0
629,2,1,29.881137667304014,0,0,7.7333,0,1,0
630,0,1,80.0,0,0,30.0,1,2,1
631,2,1,51.0,0,0,7.0542,0,2,0
632,0,1,32.0,0,0,30.5,2,0,1
633,0,1,29.881137667304014,0,0,0.0,0,2,0
634,2,0,9.0,3,2,27.9,0,2,0
635,1,0,28.0,0,0,13.0,0,2,1
636,2,1,32.0,0,0,7.925,0,2,0
637,1,1,31.0,1,1,26.25,0,2,0
638,2,0,41.0,0,5,39.6875,0,2,0
639,2,1,29.881137667304014,1,0,16.1,0,2,0
640,2,1,20.0,0,0,7.8542,0,2,0
641,0,0,24.0,0,0,69.3,2,0,1
642,2,0,2.0,3,2,27.9,0,2,0
643,2,1,29.881137667304014,0,0,56.4958,0,2,1
644,2,0,0.75,2,1,19.2583,0,0,1
645,0,1,48.0,1,0,76.7292,4,0,1
646,2,1,19.0,0,0,7.8958,0,2,0
647,0,1,56.0,0,0,35.5,1,0,1
648,2,1,29.881137667304014,0,0,7.55,0,2,0
649,2,0,23.0,0,0,7.55,0,2,1
650,2,1,29.881137667304014,0,0,7.8958,0,2,0
651,1,0,18.0,0,1,23.0,0,2,1
652,2,1,21.0,0,0,8.4333,0,2,0
653,2,0,29.881137667304014,0,0,7.8292,0,1,1
654,2,0,18.0,0,0,6.75,0,1,0
655,1,1,24.0,2,0,73.5,0,2,0
656,2,1,29.881137667304014,0,0,7.8958,0,2,0
657,2,0,32.0,1,1,15.5,0,1,0
658,1,1,23.0,0,0,13.0,0,2,0
659,0,1,58.0,0,2,113.275,4,0,0
660,0,1,50.0,2,0,133.65,0,2,1
661,2,1,40.0,0,0,7.225,0,0,0
662,0,1,47.0,0,0,25.5875,5,2,0
663,2,1,36.0,0,0,7.4958,0,2,0
664,2,1,20.0,1,0,7.925,0,2,1
665,1,1,32.0,2,0,73.5,0,2,0
666,1,1,25.0,0,0,13.0,0,2,0
667,2,1,29.881137667304014,0,0,7.775,0,2,0
668,2,1,43.0,0,0,8.05,0,2,0
669,0,0,29.881137667304014,1,0,52.0,3,2,1
670,1,0,40.0,1,1,39.0,0,2,1
671,0,1,31.0,1,0,52.0,2,2,0
672,1,1,70.0,0,0,10.5,0,2,0
673,1,1,31.0,0,0,13.0,0,2,1
674,1,1,29.881137667304014,0,0,0.0,0,2,0
675,2,1,18.0,0,0,7.775,0,2,0
676,2,1,24.5,0,0,8.05,0,2,0
677,2,0,18.0,0,0,9.8417,0,2,1
678,2,0,43.0,1,6,46.9,0,2,0
679,0,1,36.0,0,1,512.3292,2,0,1
680,2,0,29.881137667304014,0,0,8.1375,0,1,0
681,0,1,27.0,0,0,76.7292,4,0,1
682,2,1,20.0,0,0,9.225,0,2,0
683,2,1,14.0,5,2,46.9,0,2,0
684,1,1,60.0,1,1,39.0,0,2,0
685,1,1,25.0,1,2,41.5792,0,0,0
686,2,1,14.0,4,1,39.6875,0,2,0
687,2,1,19.0,0,0,10.1708,0,2,0
688,2,1,18.0,0,0,7.7958,0,2,0
689,0,0,15.0,0,1,211.3375,2,2,1
690,0,1,31.0,1,0,57.0,2,2,1
691,2,0,4.0,0,1,13.4167,0,0,1
692,2,1,29.881137667304014,0,0,56.4958,0,2,1
693,2,1,25.0,0,0,7.225,0,0,0
694,0,1,60.0,0,0,26.55,0,2,0
695,1,1,52.0,0,0,13.5,0,2,0
696,2,1,44.0,0,0,8.05,0,2,0
697,2,0,29.881137667304014,0,0,7.7333,0,1,1
698,0,1,49.0,1,1,110.8833,3,0,0
699,2,1,42.0,0,0,7.65,7,2,0
700,0,0,18.0,1,0,227.525,3,0,1
701,0,1,35.0,0,0,26.2875,5,2,1
702,2,0,18.0,0,1,14.4542,0,0,0
703,2,1,25.0,0,0,7.7417,0,1,0
704,2,1,26.0,1,0,7.8542,0,2,0
705,1,1,39.0,0,0,26.0,0,2,0
706,1,0,45.0,0,0,13.5,0,2,1
707,0,1,42.0,0,0,26.2875,5,2,1
708,0,0,22.0,0,0,151.55,0,2,1
709,2,1,29.881137667304014,1,1,15.2458,0,0,1
710,0,0,24.0,0,0,49.5042,3,0,1
711,0,1,29.881137667304014,0,0,26.55,3,2,0
712,0,1,48.0,1,0,52.0,3,2,1
713,2,1,29.0,0,0,9.4833,0,2,0
714,1,1,52.0,0,0,13.0,0,2,0
715,2,1,19.0,0,0,7.65,7,2,0
716,0,0,38.0,0,0,227.525,3,0,1
717,1,0,27.0,0,0,10.5,5,2,1
718,2,1,29.881137667304014,0,0,15.5,0,1,0
719,2,1,33.0,0,0,7.775,0,2,0
720,1,0,6.0,0,1,33.0,0,2,1
721,2,1,17.0,1,0,7.0542,0,2,0
722,1,1,34.0,0,0,13.0,0,2,0
723,1,1,50.0,0,0,13.0,0,2,0
724,0,1,27.0,1,0,53.1,5,2,1
725,2,1,20.0,0,0,8.6625,0,2,0
726,1,0,30.0,3,0,21.0,0,2,1
727,2,0,29.881137667304014,0,0,7.7375,0,1,1
728,1,1,25.0,1,0,26.0,0,2,0
729,2,0,25.0,1,0,7.925,0,2,0
730,0,0,29.0,0,0,211.3375,2,2,1
731,2,1,11.0,0,0,18.7875,0,0,0
732,1,1,29.881137667304014,0,0,0.0,0,2,0
733,1,1,23.0,0,0,13.0,0,2,0
734,1,1,23.0,0,0,13.0,0,2,0
735,2,1,28.5,0,0,16.1,0,2,0
736,2,0,48.0,1,3,34.375,0,2,0
737,0,1,35.0,0,0,512.3292,2,0,1
738,2,1,29.881137667304014,0,0,7.8958,0,2,0
739,2,1,29.881137667304014,0,0,7.8958,0,2,0
740,0,1,29.881137667304014,0,0,30.0,4,2,1
741,0,1,36.0,1,0,78.85,3,2,0
742,0,0,21.0,2,2,262.375,2,0,1
743,2,1,24.0,1,0,16.1,0,2,0
744,2,1,31.0,0,0,7.925,0,2,1
745,0,1,70.0,1,1,71.0,2,2,0
746,2,1,16.0,1,1,20.25,0,2,0
747,1,0,30.0,0,0,13.0,0,2,1
748,0,1,19.0,1,0,53.1,4,2,0
749,2,1,31.0,0,0,7.75,0,1,0
750,1,0,4.0,1,1,23.0,0,2,1
751,2,1,6.0,0,1,12.475,5,2,1
752,2,1,33.0,0,0,9.5,0,2,0
753,2,1,23.0,0,0,7.8958,0,2,0
754,1,0,48.0,1,2,65.0,0,2,1
755,1,1,0.67,1,1,14.5,0,2,1
756,2,1,28.0,0,0,7.7958,0,2,0
757,1,1,18.0,0,0,11.5,0,2,0
758,2,1,34.0,0,0,8.05,0,2,0
759,0,0,33.0,0,0,86.5,2,2,1
760,2,1,29.881137667304014,0,0,14.5,0,2,0
761,2,1,41.0,0,0,7.125,0,2,0
762,2,1,20.0,0,0,7.2292,0,0,1
763,0,0,36.0,1,2,120.0,2,2,1
764,2,1,16.0,0,0,7.775,0,2,0
765,0,0,51.0,1,0,77.9583,4,2,1
766,0,1,29.881137667304014,0,0,39.6,0,0,0
767,2,0,30.5,0,0,7.75,0,1,0
768,2,1,29.881137667304014,1,0,24.15,0,1,0
769,2,1,32.0,0,0,8.3625,0,2,0
770,2,1,24.0,0,0,9.5,0,2,0
771,2,1,48.0,0,0,7.8542,0,2,0
772,1,0,57.0,0,0,10.5,5,2,0
773,2,1,29.881137667304014,0,0,7.225,0,0,0
774,1,0,54.0,1,3,23.0,0,2,1
775,2,1,18.0,0,0,7.75,0,2,0
776,2,1,29.881137667304014,0,0,7.75,6,1,0
777,2,0,5.0,0,0,12.475,0,2,1
778,2,1,29.881137667304014,0,0,7.7375,0,1,0
779,0,0,43.0,0,1,211.3375,2,2,1
780,2,0,13.0,0,0,7.2292,0,0,1
781,0,0,17.0,1,0,57.0,2,2,1
782,0,1,29.0,0,0,30.0,4,2,0
783,2,1,29.881137667304014,1,2,23.45,0,2,0
784,2,1,25.0,0,0,7.05,0,2,0
785,2,1,25.0,0,0,7.25,0,2,0
786,2,0,18.0,0,0,7.4958,0,2,1
787,2,1,8.0,4,1,29.125,0,1,0
788,2,1,1.0,1,2,20.575,0,2,1
789,0,1,46.0,0,0,79.2,2,0,0
790,2,1,29.881137667304014,0,0,7.75,0,1,0
791,1,1,16.0,0,0,26.0,0,2,0
792,2,0,29.881137667304014,8,2,69.55,0,2,0
793,0,1,29.881137667304014,0,0,30.6958,0,0,0
794,2,1,25.0,0,0,7.8958,0,2,0
795,1,1,39.0,0,0,13.0,0,2,0
796,0,0,49.0,0,0,25.9292,4,2,1
797,2,0,31.0,0,0,8.6833,0,2,1
798,2,1,30.0,0,0,7.2292,0,0,0
799,2,0,30.0,1,1,24.15,0,2,0
800,1,1,34.0,0,0,13.0,0,2,0
801,1,0,31.0,1,1,26.25,0,2,1
802,0,1,11.0,1,2,120.0,2,2,1
803,2,1,0.42,0,1,8.5167,0,0,1
804,2,1,27.0,0,0,6.975,0,2,1
805,2,1,31.0,0,0,7.775,0,2,0
806,0,1,39.0,0,0,0.0,1,2,0
807,2,0,18.0,0,0,7.775,0,2,0
808,1,1,39.0,0,0,13.0,0,2,0
809,0,0,33.0,1,0,53.1,5,2,1
810,2,1,26.0,0,0,7.8875,0,2,0
811,2,1,39.0,0,0,24.15,0,2,0
812,1,1,35.0,0,0,10.5,0,2,0
813,2,0,6.0,4,2,31.275,0,2,0
814,2,1,30.5,0,0,8.05,0,2,0
815,0,1,29.881137667304014,0,0,0.0,2,2,0
816,2,0,23.0,0,0,7.925,0,2,0
817,1,1,31.0,1,1,37.0042,0,0,0
818,2,1,43.0,0,0,6.45,0,2,0
819,2,1,10.0,3,2,27.9,0,2,0
820,0,0,52.0,1,1,93.5,2,2,1
821,2,1,27.0,0,0,8.6625,0,2,1
822,0,1,38.0,0,0,0.0,0,2,0
823,2,0,27.0,0,1,12.475,5,2,1
824,2,1,2.0,4,1,39.6875,0,2,0
825,2,1,29.881137667304014,0,0,6.95,0,1,0
826,2,1,29.881137667304014,0,0,56.4958,0,2,0
827,1,1,1.0,0,2,37.0042,0,0,1
828,2,1,29.881137667304014,0,0,7.75,0,1,1
829,0,0,62.0,0,0,80.0,2,2,1
830,2,0,15.0,1,0,14.4542,0,0,1
831,1,1,0.83,1,1,18.75,0,2,1
832,2,1,29.881137667304014,0,0,7.2292,0,0,0
833,2,1,23.0,0,0,7.8542,0,2,0
834,2,1,18.0,0,0,8.3,0,2,0
835,0,0,39.0,1,1,83.1583,5,0,1
836,2,1,21.0,0,0,8.6625,0,2,0
837,2,1,29.881137667304014,0,0,8.05,0,2,0
838,2,1,32.0,0,0,56.4958,0,2,1
839,0,1,29.881137667304014,0,0,29.7,3,0,1
840,2,1,20.0,0,0,7.925,0,2,0
841,1,1,16.0,0,0,10.5,0,2,0
842,0,0,30.0,0,0,31.0,0,0,1
843,2,1,34.5,0,0,6.4375,0,0,0
844,2,1,17.0,0,0,8.6625,0,2,0
845,2,1,42.0,0,0,7.55,0,2,0
846,2,1,29.881137667304014,8,2,69.55,0,2,0
847,2,1,35.0,0,0,7.8958,0,0,0
848,1,1,28.0,0,1,33.0,0,2,0
849,0,0,29.881137667304014,1,0,89.1042,3,0,1
850,2,1,4.0,4,2,31.275,0,2,0
851,2,1,74.0,0,0,7.775,0,2,0
852,2,0,9.0,1,1,15.2458,0,0,0
853,0,0,16.0,0,1,39.4,4,2,1
854,1,0,44.0,1,0,26.0,0,2,0
855,2,0,18.0,0,1,9.35,0,2,1
856,0,0,45.0,1,1,164.8667,0,2,1
857,0,1,51.0,0,0,26.55,5,2,1
858,2,0,24.0,0,3,19.2583,0,0,1
859,2,1,29.881137667304014,0,0,7.2292,0,0,0
860,2,1,41.0,2,0,14.1083,0,2,0
861,1,1,21.0,1,0,11.5,0,2,0
862,0,0,48.0,0,0,25.9292,4,2,1
863,2,0,29.881137667304014,8,2,69.55,0,2,0
864,1,1,24.0,0,0,13.0,0,2,0
865,1,0,42.0,0,0,13.0,0,2,1
866,1,0,27.0,1,0,13.8583,0,0,1
867,0,1,31.0,0,0,50.4958,1,2,0
868,2,1,29.881137667304014,0,0,9.5,0,2,0
869,2,1,4.0,1,1,11.1333,0,2,1
870,2,1,26.0,0,0,7.8958,0,2,0
871,0,0,47.0,1,1,52.5542,4,2,1
872,0,1,33.0,0,0,5.0,2,2,0
873,2,1,47.0,0,0,9.0,0,2,0
874,1,0,28.0,1,0,24.0,0,0,1
875,2,0,15.0,0,0,7.225,0,0,1
876,2,1,20.0,0,0,9.8458,0,2,0
877,2,1,19.0,0,0,7.8958,0,2,0
878,2,1,29.881137667304014,0,0,7.8958,0,2,0
879,0,0,56.0,0,1,83.1583,3,0,1
880,1,0,25.0,0,1,26.0,0,2,1
881,2,1,33.0,0,0,7.8958,0,2,0
882,2,0,22.0,0,0,10.5167,0,2,0
883,1,1,28.0,0,0,10.5,0,2,0
884,2,1,25.0,0,0,7.05,0,2,0
885,2,0,39.0,0,5,29.125,0,1,0
886,1,1,27.0,0,0,13.0,0,2,0
887,0,0,19.0,0,0,30.0,2,2,1
888,2,0,29.881137667304014,1,2,23.45,0,2,0
889,0,1,26.0,0,0,30.0,3,0,1
890,2,1,32.0,0,0,7.75,0,1,0
0,2,1,34.5,0,0,7.8292,0,1,0
1,2,0,47.0,1,0,7.0,0,2,1
2,1,1,62.0,0,0,9.6875,0,1,0
3,2,1,27.0,0,0,8.6625,0,2,0
4,2,0,22.0,1,1,12.2875,0,2,1
5,2,1,14.0,0,0,9.225,0,2,0
6,2,0,30.0,0,0,7.6292,0,1,1
7,1,1,26.0,1,1,29.0,0,2,0
8,2,0,18.0,0,0,7.2292,0,0,1
9,2,1,21.0,2,0,24.15,0,2,0
10,2,1,29.881137667304014,0,0,7.8958,0,2,0
11,0,1,46.0,0,0,26.0,0,2,0
12,0,0,23.0,1,0,82.2667,2,2,1
13,1,1,63.0,1,0,26.0,0,2,0
14,0,0,47.0,1,0,61.175,5,2,1
15,1,0,24.0,1,0,27.7208,0,0,1
16,1,1,35.0,0,0,12.35,0,1,0
17,2,1,21.0,0,0,7.225,0,0,0
18,2,0,27.0,1,0,7.925,0,2,1
19,2,0,45.0,0,0,7.225,0,0,1
20,0,1,55.0,1,0,59.4,0,0,0
21,2,1,9.0,0,1,3.1708,0,2,0
22,0,0,29.881137667304014,0,0,31.6833,0,2,1
23,0,1,21.0,0,1,61.3792,0,0,0
24,0,0,48.0,1,3,262.375,2,0,1
25,2,1,50.0,1,0,14.5,0,2,0
26,0,0,22.0,0,1,61.9792,2,0,1
27,2,1,22.5,0,0,7.225,0,0,0
28,0,1,41.0,0,0,30.5,1,2,0
29,2,1,29.881137667304014,2,0,21.6792,0,0,0
30,1,1,50.0,1,0,26.0,0,2,0
31,1,1,24.0,2,0,31.5,0,2,0
32,2,0,33.0,1,2,20.575,0,2,1
33,2,0,29.881137667304014,1,2,23.45,0,2,1
34,0,1,30.0,1,0,57.75,3,0,0
35,2,1,18.5,0,0,7.2292,0,0,0
36,2,0,29.881137667304014,0,0,8.05,0,2,1
37,2,0,21.0,0,0,8.6625,0,2,1
38,2,1,25.0,0,0,9.5,0,2,0
39,2,1,29.881137667304014,0,0,56.4958,0,2,0
40,2,1,39.0,0,1,13.4167,0,0,0
41,0,1,29.881137667304014,0,0,26.55,4,2,0
42,2,1,41.0,0,0,7.85,0,2,0
43,1,0,30.0,0,0,13.0,0,2,1
44,0,0,45.0,1,0,52.5542,4,2,1
45,2,1,25.0,0,0,7.925,0,2,0
46,0,1,45.0,0,0,29.7,1,0,0
47,2,1,29.881137667304014,0,0,7.75,0,1,0
48,0,0,60.0,0,0,76.2917,4,0,1
49,2,0,36.0,0,2,15.9,0,2,1
50,0,1,24.0,1,0,60.0,3,2,0
51,1,1,27.0,0,0,15.0333,0,0,0
52,1,0,20.0,2,1,23.0,0,2,1
53,0,0,28.0,3,2,263.0,3,2,1
54,1,1,29.881137667304014,0,0,15.5792,0,0,0
55,2,1,10.0,4,1,29.125,0,1,0
56,2,1,35.0,0,0,7.8958,0,2,0
57,2,1,25.0,0,0,7.65,7,2,0
58,2,1,29.881137667304014,1,0,16.1,0,2,0
59,0,0,36.0,0,0,262.375,2,0,1
60,2,1,17.0,0,0,7.8958,0,2,0
61,1,1,32.0,0,0,13.5,0,2,0
62,2,1,18.0,0,0,7.75,0,2,0
63,2,0,22.0,0,0,7.725,0,1,1
64,0,1,13.0,2,2,262.375,2,0,0
65,1,0,29.881137667304014,0,0,21.0,0,2,1
66,2,0,18.0,0,0,7.8792,0,1,1
67,0,1,47.0,0,0,42.4,0,2,0
68,0,1,31.0,0,0,28.5375,3,0,0
69,0,0,60.0,1,4,263.0,3,2,1
70,2,0,24.0,0,0,7.75,0,1,1
71,2,1,21.0,0,0,7.8958,0,2,0
72,2,0,29.0,0,0,7.925,0,2,1
73,0,1,28.5,0,0,27.7208,4,0,0
74,0,0,35.0,0,0,211.5,3,0,1
75,0,1,32.5,0,0,211.5,3,0,0
76,2,1,29.881137667304014,0,0,8.05,0,2,0
77,0,0,55.0,2,0,25.7,3,2,1
78,1,1,30.0,0,0,13.0,0,2,0
79,2,0,24.0,0,0,7.75,0,1,1
80,2,1,6.0,1,1,15.2458,0,0,0
81,0,1,67.0,1,0,221.7792,3,2,0
82,0,1,49.0,0,0,26.0,0,2,0
83,2,1,29.881137667304014,0,0,7.8958,0,2,0
84,1,1,29.881137667304014,0,0,10.7083,0,1,0
85,2,1,29.881137667304014,1,0,14.4542,0,0,0
86,2,0,27.0,0,0,7.8792,0,1,1
87,2,0,18.0,0,0,8.05,0,2,1
88,2,0,29.881137667304014,0,0,7.75,0,1,1
89,1,1,2.0,1,1,23.0,0,2,0
90,2,0,22.0,1,0,13.9,0,2,1
91,2,1,29.881137667304014,0,0,7.775,0,2,0
92,0,0,27.0,1,2,52.0,2,2,1
93,2,1,29.881137667304014,0,0,8.05,0,2,0
94,0,1,25.0,0,0,26.0,0,0,0
95,2,1,25.0,0,0,7.7958,0,2,0
96,0,0,76.0,1,0,78.85,3,2,1
97,2,1,29.0,0,0,7.925,0,2,0
98,2,0,20.0,0,0,7.8542,0,2,1
99,2,1,33.0,0,0,8.05,0,2,0
100,0,0,43.0,1,0,55.4417,3,0,1
101,1,1,27.0,1,0,26.0,0,2,0
102,2,1,29.881137667304014,0,0,7.75,0,1,0
103,2,1,26.0,0,0,7.775,0,2,0
104,2,0,16.0,1,1,8.5167,0,0,1
105,2,1,28.0,0,0,22.525,0,2,0
106,2,1,21.0,0,0,7.8208,0,1,0
107,2,1,29.881137667304014,0,0,7.75,0,1,0
108,2,1,29.881137667304014,0,0,8.7125,0,2,0
109,1,1,18.5,0,0,13.0,0,2,0
110,1,1,41.0,0,0,15.0458,0,0,0
111,2,0,29.881137667304014,0,0,7.7792,0,1,1
112,0,0,36.0,0,0,31.6792,1,0,1
113,2,0,18.5,0,0,7.2833,0,1,1
114,0,0,63.0,1,0,221.7792,3,2,1
115,2,1,18.0,1,0,14.4542,0,0,0
116,2,1,29.881137667304014,0,0,6.4375,0,0,0
117,2,0,1.0,1,1,16.7,7,2,1
118,0,1,36.0,0,0,75.2417,3,0,0
119,1,0,29.0,1,0,26.0,0,2,1
120,1,0,12.0,0,0,15.75,0,2,1
121,2,1,29.881137667304014,1,0,7.75,0,1,0
122,0,0,35.0,1,0,57.75,3,0,1
123,2,1,28.0,0,0,7.25,0,2,0
124,2,1,29.881137667304014,0,0,7.75,0,1,0
125,2,0,17.0,0,1,16.1,0,2,1
126,2,1,22.0,0,0,7.7958,0,2,0
127,2,0,29.881137667304014,2,0,23.25,0,1,1
128,1,1,42.0,0,0,13.0,0,2,0
129,2,1,24.0,0,0,8.05,0,2,0
130,2,1,32.0,0,0,8.05,0,2,0
131,0,1,53.0,0,0,28.5,3,0,0
132,2,0,29.881137667304014,0,4,25.4667,0,2,1
133,2,1,29.881137667304014,1,0,6.4375,0,0,0
134,2,1,43.0,0,0,7.8958,0,2,0
135,2,1,24.0,0,0,7.8542,0,2,0
136,2,1,26.5,0,0,7.225,0,0,0
137,1,1,26.0,0,0,13.0,0,2,0
138,2,0,23.0,0,0,8.05,0,2,1
139,2,1,40.0,1,6,46.9,0,2,0
140,2,0,10.0,5,2,46.9,0,2,1
141,0,0,33.0,0,0,151.55,0,2,1
142,0,1,61.0,1,3,262.375,2,0,0
143,1,1,28.0,0,0,26.0,0,2,0
144,0,1,42.0,0,0,26.55,0,2,0
145,2,1,31.0,3,0,18.0,0,2,0
146,0,1,29.881137667304014,0,0,51.8625,5,2,0
147,2,1,22.0,0,0,8.05,0,2,0
148,0,1,29.881137667304014,0,0,26.55,0,2,0
149,1,1,30.0,1,1,26.0,0,2,0
150,0,0,23.0,0,1,83.1583,3,0,1
151,2,1,29.881137667304014,0,0,7.8958,0,0,0
152,2,1,60.5,0,0,33.29547928134557,0,2,0
153,2,0,36.0,0,2,12.1833,0,2,1
154,2,1,13.0,4,2,31.3875,0,2,0
155,2,1,24.0,0,0,7.55,0,2,0
156,0,0,29.0,0,0,221.7792,3,2,1
157,2,0,23.0,0,0,7.8542,0,2,1
158,0,1,42.0,0,0,26.55,4,2,0
159,2,0,26.0,0,2,13.775,0,2,1
160,2,0,29.881137667304014,0,0,7.7333,0,1,1
161,2,1,7.0,1,1,15.2458,0,0,0
162,1,0,26.0,0,0,13.5,0,2,1
163,2,1,29.881137667304014,0,0,7.0,0,2,0
164,1,1,41.0,0,0,13.0,0,2,0
165,2,0,26.0,1,1,22.025,0,2,1
166,0,1,48.0,0,0,50.4958,2,0,0
167,2,1,18.0,2,2,34.375,0,2,0
168,0,0,29.881137667304014,0,0,27.7208,0,0,1
169,2,0,22.0,0,0,8.9625,0,2,1
170,2,1,29.881137667304014,0,0,7.55,0,2,0
171,2,1,27.0,0,0,7.225,0,0,0
172,2,1,23.0,1,0,13.9,0,2,0
173,2,1,29.881137667304014,0,0,7.2292,0,0,0
174,2,1,40.0,1,5,31.3875,0,2,0
175,1,0,15.0,0,2,39.0,0,2,1
176,1,0,20.0,0,0,36.75,0,2,1
177,0,1,54.0,1,0,55.4417,3,0,0
178,1,0,36.0,0,3,39.0,6,2,1
179,0,0,64.0,0,2,83.1583,5,0,1
180,1,1,30.0,0,0,13.0,0,2,0
181,0,1,37.0,1,1,83.1583,5,0,0
182,0,0,18.0,1,0,53.1,4,2,1
183,2,1,29.881137667304014,0,0,7.75,0,1,0
184,0,0,27.0,1,1,247.5208,2,0,1
185,1,1,40.0,0,0,16.0,0,2,0
186,1,0,21.0,0,1,21.0,0,2,1
187,2,1,17.0,2,0,8.05,0,2,0
188,2,0,29.881137667304014,8,2,69.55,0,2,1
189,1,1,40.0,0,0,13.0,0,2,0
190,1,1,34.0,1,0,26.0,0,2,0
191,0,1,29.881137667304014,0,0,26.0,0,2,0
192,2,1,11.5,1,1,14.5,0,2,0
193,1,1,61.0,0,0,12.35,0,1,0
194,1,1,8.0,0,2,32.5,0,2,0
195,2,1,33.0,0,0,7.8542,0,2,0
196,0,1,6.0,0,2,134.5,5,0,0
197,2,0,18.0,0,0,7.775,0,2,1
198,1,1,23.0,0,0,10.5,0,2,0
199,2,0,29.881137667304014,0,0,8.1125,0,2,1
200,2,0,29.881137667304014,0,0,15.5,0,1,1
201,2,1,0.33,0,2,14.4,0,2,0
202,0,1,47.0,1,0,227.525,3,0,0
203,1,0,8.0,1,1,26.0,0,2,1
204,1,1,25.0,0,0,10.5,0,2,0
205,0,1,29.881137667304014,0,0,25.7417,0,0,0
206,2,0,35.0,0,0,7.75,0,1,1
207,1,1,24.0,0,0,10.5,0,2,0
208,0,0,33.0,0,0,27.7208,1,0,1
209,2,1,25.0,0,0,7.8958,0,2,0
210,2,1,32.0,0,0,22.525,0,2,0
211,2,1,29.881137667304014,0,0,7.05,0,2,0
212,1,1,17.0,0,0,73.5,0,2,0
213,1,0,60.0,1,0,26.0,0,2,1
214,2,0,38.0,4,2,7.775,0,2,1
215,0,1,42.0,0,0,42.5,2,2,0
216,2,0,29.881137667304014,0,0,7.8792,0,1,1
217,0,1,57.0,1,1,164.8667,0,2,0
218,0,0,50.0,1,1,211.5,3,0,1
